Date,Open,High,Low,Close,Volume
4/17/2019,96,96.95,94.55,95.5,"429,500"
4/18/2019,95.45,95.5,94.25,95.44,"494,500"
4/19/2019,95.5,96,94.1,94.44,"503,000"
4/22/2019,94.9,94.9,93.62,93.81,"167,000"
4/23/2019,93.59,94.9,91.65,94.13,"1,120,500"
4/24/2019,95.25,97.48,93.2,95.62,"194,000"
4/25/2019,95,98.7,95,97,"775,000"
4/26/2019,97,98,96.4,97.4,"184,000"
4/29/2019,97,97.9,95.75,97.03,"302,500"
5/2/2019,95.19,96.5,94.86,95.14,"253,000"
5/3/2019,95.5,95.5,93.2,93.51,"459,000"
5/6/2019,93,93,92.4,92.64,"115,500"
5/7/2019,92.95,93,92.5,92.95,"471,500"
5/8/2019,93.65,93.75,92.2,92.93,"137,500"
5/9/2019,93.75,93.75,92.5,92.91,"856,000"
5/10/2019,92.91,94.95,92.5,94.03,"729,500"
5/13/2019,93.1,95.49,92.98,93.78,"1,343,500"
5/14/2019,85,87,83,85.27,"907,500"
5/15/2019,85.1,85.11,84.01,84.96,"3,086,500"
5/16/2019,84.85,85,83.05,84.14,"1,381,000"
5/17/2019,83,84.5,82,84.18,"413,000"
5/20/2019,83.5,84.89,81.8,84.48,"480,500"
5/21/2019,84.01,84.01,81.31,82.63,"630,000"
5/22/2019,82.6,85.99,82.6,85.86,"1,073,000"
5/23/2019,85.89,87.49,85.65,86.73,"919,500"
5/24/2019,85,87.01,84.81,86.98,"1,179,500"
5/27/2019,86,88.6,86,87.97,"410,000"
5/28/2019,87.4,88,86.82,87.07,"497,500"
5/29/2019,88.5,91.42,88.35,90.18,"1,161,000"
5/30/2019,91.99,93.75,90,91.71,"1,819,500"
6/3/2019,91.75,93.8,91.2,92.04,"186,000"
6/10/2019,92.1,92.1,89,89.3,"459,000"
6/11/2019,88,89.5,88,89.41,"74,500"
6/12/2019,90.4,90.4,86.25,86.85,"497,000"
6/13/2019,86.84,87.99,86.25,87.81,"1,221,500"
6/14/2019,87.5,89.5,87.5,88.96,"714,000"
6/17/2019,88,88,86.71,87.45,"157,500"
6/18/2019,86.6,87.48,86.6,87.17,"265,000"
6/19/2019,86.89,87.8,86.35,87.57,"708,000"
6/20/2019,87.97,88,87.11,87.67,"98,000"
6/21/2019,87.89,87.89,86.5,87.1,"82,000"
6/24/2019,87.35,87.64,85.5,86.34,"52,000"
6/25/2019,86,86,83,84.79,"566,000"
6/26/2019,83.5,84.99,82.02,84.6,"527,000"
6/27/2019,84.5,88,83,85.95,"1,857,000"
6/28/2019,84,90,83.01,87.16,"2,010,500"
7/1/2019,84.5,86.48,84,86.16,"450,500"
7/2/2019,85,85.5,84.55,85.22,"129,500"
7/3/2019,85.5,85.9,85,85.42,"140,000"
7/4/2019,86.75,89.39,84.31,84.57,"1,002,500"
7/5/2019,84,85.43,84,85.23,"30,000"
7/8/2019,84.03,84.06,82.5,82.95,"559,000"
7/9/2019,83.49,83.5,82.4,83.03,"223,500"
7/10/2019,84.5,86.99,82.5,82.77,"848,000"
7/11/2019,82.99,83,81.7,82.02,"281,500"
7/12/2019,82.02,83,81.16,82.52,"376,000"
7/15/2019,81.01,82.89,81.01,82.04,"181,500"
7/16/2019,82.3,83.69,81.02,82.61,"452,000"
7/17/2019,84.19,84.19,81.56,82.96,"646,500"
7/18/2019,82.2,82.96,82.2,82.55,"254,500"
7/19/2019,83.95,83.95,81.1,81.97,"407,000"
7/22/2019,82,83,81,82.11,"92,500"
7/23/2019,82,82.94,81.49,81.68,"102,000"
7/24/2019,81,81.9,79.16,80.81,"395,000"
7/25/2019,81.49,82.9,80,81.67,"198,000"
7/26/2019,80.5,82.4,80.5,81.56,"130,000"
7/29/2019,81.49,81.9,80.2,81.41,"163,000"
8/1/2019,81.84,82,81.5,81.89,"56,000"
8/2/2019,83.39,83.39,81,81.25,"59,500"
8/5/2019,81,81,79.25,79.65,"181,500"
8/6/2019,79.99,80,79,79.12,"116,500"
8/7/2019,79,79.47,76.19,78.09,"240,000"
8/8/2019,80.39,80.39,76,76.58,"289,500"
8/9/2019,76.74,77.5,73.99,75.09,"193,000"
8/16/2019,75,78.83,73,74.52,"135,500"
8/19/2019,75,76,74.25,75.02,"503,500"
8/20/2019,74.79,76.98,74.05,76.44,"1,201,000"
8/21/2019,77.49,78.48,76,77.94,"631,500"
8/22/2019,78.69,79.85,77.6,79.5,"385,000"
8/23/2019,79.5,79.5,77,77.74,"343,500"
8/26/2019,77,77,74.5,75.32,"139,500"
8/27/2019,75.32,75.5,73.01,74.02,"691,000"
8/28/2019,74.24,77.5,73.55,76.52,"825,500"
8/29/2019,77.4,78,75,75.29,"184,000"
8/30/2019,75.29,77,74.01,75.12,"319,500"
9/2/2019,75.2,75.2,74.55,74.86,"194,000"
9/3/2019,74.01,75,72.6,72.83,"368,500"
9/4/2019,72,72,69.19,69.2,"719,000"
9/5/2019,69.2,71,69,70.6,"331,500"
9/6/2019,71.89,71.89,69.5,70.52,"335,000"
9/11/2019,71.49,72.98,70.3,70.51,"379,500"
9/12/2019,71.9,73.65,70.56,72.13,"1,314,500"
9/13/2019,71.6,72.44,71.5,71.83,"126,000"
9/16/2019,72,74.4,71.79,72.28,"261,000"
9/17/2019,71.41,72.5,71.4,72.01,"515,500"
9/18/2019,71.6,72.25,71.28,71.87,"477,500"
9/19/2019,72.9,75.3,72,74.53,"611,000"
9/20/2019,74.3,75,73.5,74.39,"761,000"
9/23/2019,74.5,76.97,73.25,74.65,"272,500"
9/24/2019,74,74.01,72.25,73.2,"583,500"
9/25/2019,73.73,74,71.6,72.45,"330,500"
9/26/2019,72,72.39,71.25,71.71,"309,500"
9/27/2019,71.71,72.5,71.7,72.14,"31,500"
9/30/2019,72.5,73.1,71.25,72.04,"43,000"
10/1/2019,72.75,72.95,72.15,72.55,"62,500"
10/2/2019,72.5,73.5,72.5,73,"106,500"
10/3/2019,73,73.95,73,73.54,"190,000"
10/4/2019,73.06,73.5,72.81,73.46,"168,500"
10/7/2019,73,76.8,73,76.41,"998,500"
10/8/2019,76,78.95,75.2,76.36,"223,500"
10/9/2019,76.1,76.5,76,76.1,"61,500"
10/10/2019,76.99,78.85,76.5,78.64,"1,200,500"
10/11/2019,79,82.57,79,82.28,"1,669,500"
10/14/2019,83,83.78,81.5,81.99,"681,000"
10/15/2019,81.5,81.7,80,80.92,"58,500"
10/16/2019,81.5,82.5,80.9,81.45,"258,500"
10/17/2019,81.7,81.7,79.51,79.98,"169,000"
10/18/2019,80,81.11,79.55,79.93,"117,000"
10/21/2019,78,79.48,77.55,78.04,"1,325,000"
10/22/2019,80,80,77.91,78.05,"490,500"
10/23/2019,79.85,79.85,78.06,78.5,"281,000"
10/24/2019,77.05,79.25,77.05,79.03,"775,000"
10/25/2019,80,80.99,78.5,79.04,"261,000"
10/28/2019,80,80.3,79.02,79.82,"83,500"
10/29/2019,79.17,80.3,79,79.75,"122,500"
10/30/2019,79.5,79.75,78,78.29,"88,500"
10/31/2019,79,79,78,78.12,"1,835,500"
11/1/2019,80.5,80.5,77.02,77.96,"136,500"
11/4/2019,78,79.5,78,78.99,"716,500"
11/5/2019,79.9,80.25,78.05,78.59,"246,500"
11/6/2019,79.5,79.5,78,78.16,"127,500"
11/7/2019,78.99,79,77,77.91,"164,500"
11/8/2019,78.5,78.5,77,77.13,"202,500"
11/11/2019,78,79.75,77.5,79.44,"763,000"
11/12/2019,79.99,79.99,78.36,78.5,"233,500"
11/13/2019,78,81,77.5,80.27,"2,032,000"
11/14/2019,80.99,84.28,80.89,83.94,"2,920,000"
11/15/2019,83.5,85.49,82.35,84.57,"983,500"
11/18/2019,85.01,88.79,85,88.24,"1,539,500"
11/19/2019,89,92.6,87.7,88.33,"563,500"
11/20/2019,88.33,88.5,86,86.82,"166,000"
11/21/2019,86,86.5,82.48,82.48,"306,000"
11/22/2019,82.25,84,81,83.28,"1,880,000"
11/25/2019,84.49,84.8,82.75,84.08,"848,500"
11/26/2019,83.99,83.99,82,82.67,"4,658,000"
11/27/2019,83.8,84.9,83.02,83.9,"1,751,000"
11/28/2019,84.49,85.5,84,85.48,"1,506,000"
11/29/2019,85.54,88,85.2,87.36,"709,500"
12/2/2019,89.02,91.72,87.05,90.62,"1,469,500"
12/3/2019,91,91.5,88.5,88.97,"459,500"
12/4/2019,87.61,91,87.61,90.41,"741,000"
12/5/2019,91.99,91.99,90,90.73,"612,000"
12/6/2019,90.89,91.8,89.05,89.67,"2,270,500"
12/9/2019,90.44,90.5,88.75,89.74,"349,000"
12/10/2019,90,90,88.5,89.5,"205,000"
12/11/2019,89,89.89,88.5,89.5,"1,185,500"
12/12/2019,91.7,93.97,89.5,90.02,"606,000"
12/13/2019,91.5,92,89.98,90.61,"406,000"
12/16/2019,93,94.94,90.5,93.86,"739,000"
12/17/2019,98.55,98.55,94,94.4,"1,534,500"
12/18/2019,94,99,93,96.48,"1,123,000"
12/19/2019,97.5,97.5,94.55,94.99,"753,500"
12/20/2019,95.59,95.94,93.51,94.34,"931,500"
12/23/2019,94,94.5,92.75,93.37,"420,500"
12/24/2019,94,94.7,92.11,93.2,"478,000"
12/26/2019,94,97.86,94,97.85,"375,000"
12/27/2019,100,100,96,96.3,"235,000"
12/30/2019,98,98,95.02,96,"147,000"
12/31/2019,96.02,97,95,95.13,"440,000"
1/1/2020,95,96.5,94.5,96.33,"115,500"
1/2/2020,96.55,100,96,97.57,"733,000"
1/3/2020,96.12,98,96.12,96.57,"242,000"
1/6/2020,100.57,100.57,94.99,95.25,"311,500"
1/7/2020,96,98.44,95,96.04,"514,000"
1/8/2020,95.5,96,94.25,95,"441,500"
1/9/2020,96.1,99.7,96.1,98.84,"677,000"
1/10/2020,98.9,102,98.9,101.77,"885,000"
1/13/2020,100.1,103.3,100.1,102.99,"1,109,500"
1/14/2020,105,105,101.7,101.89,"263,000"
1/15/2020,101.05,102.5,101,102.02,"1,105,500"
1/16/2020,102.85,104.9,102,104.35,"211,500"
1/17/2020,106,106.8,105,106.21,"303,000"
1/20/2020,106.5,107,104.51,104.9,"64,000"
1/21/2020,105,107,104,106.16,"123,500"
1/22/2020,106,106.49,105.3,105.94,"496,000"
1/23/2020,106,106.85,105,106.19,"448,000"
1/24/2020,107.97,107.97,106,106.1,"1,710,500"
1/27/2020,107.39,111.93,103.4,103.92,"480,500"
1/28/2020,102.06,104.48,102.05,103.23,"395,500"
1/29/2020,106,106,102.25,102.56,"141,500"
1/30/2020,102,102.8,101.51,102.14,"468,000"
1/31/2020,104,105,101.6,102.73,"147,000"
2/3/2020,101.01,101.98,98.5,99.87,"600,000"
2/4/2020,100.9,101.6,99.9,101.04,"569,000"
2/6/2020,102,102,100.3,100.5,"179,500"
2/7/2020,100,100,98.6,98.81,"303,000"
2/10/2020,99,101,96.75,97.24,"770,000"
2/11/2020,96.5,99.89,96.5,98.39,"915,500"
2/12/2020,99,103.4,97.5,98.91,"643,000"
2/13/2020,99.1,101,98.66,98.85,"292,000"
2/14/2020,104,104,99.02,100.72,"577,500"
2/17/2020,101.99,101.99,99.5,99.88,"189,000"
2/18/2020,99.99,99.99,99,99.05,"228,000"
2/19/2020,100.49,100.49,98.5,99.15,"282,500"
2/20/2020,100.98,100.98,98.4,99.05,"70,000"
2/21/2020,99,99.25,98.56,99.15,"63,000"
2/24/2020,98.9,98.9,95,95.28,"323,000"
2/25/2020,95.28,100,92.55,98.1,"608,000"
2/26/2020,97.03,98,95.5,97.27,"890,000"
2/27/2020,93.15,95.99,91.75,95.22,"596,500"
2/28/2020,96.5,100,94.99,99.33,"680,000"
3/2/2020,99.2,101,99.16,100.63,"379,500"
3/3/2020,100.99,102,99.1,99.56,"411,500"
3/4/2020,100.48,100.48,96.53,96.65,"293,500"
3/5/2020,97,98.37,96.15,97.3,"241,500"
3/6/2020,95.5,97.99,93,94.4,"194,000"
3/9/2020,88.1,92.99,87.8,87.99,"1,445,500"
3/10/2020,91,91.9,87.52,90.67,"652,000"
3/11/2020,90.5,93,89.8,90.04,"219,500"
3/12/2020,88.99,89,83.74,84.19,"410,500"
3/13/2020,80.01,86,78.3,82.95,"960,000"
3/16/2020,79.01,80.5,76.73,76.73,"503,000"
3/17/2020,69.52,72,69.13,69.17,"3,065,000"
3/18/2020,66.1,67,63.99,63.99,"1,403,500"
3/19/2020,59.2,68.49,59.2,67.39,"2,924,500"
3/20/2020,69,71,64,64.85,"1,229,500"
3/24/2020,59.99,59.99,59.99,59.99,"192,500"
3/25/2020,55.51,59.8,55.5,55.66,"833,500"
3/26/2020,58,59.83,56,59.73,"653,500"
3/27/2020,59.5,64.2,59.1,62.28,"828,500"
3/30/2020,60.25,63.5,59.01,62.94,"590,000"
3/31/2020,63.5,66.98,63.5,65.09,"1,348,500"
4/1/2020,65.2,66.89,61.26,61.65,"2,931,000"
4/2/2020,61.5,64.7,60.26,64.2,"2,197,000"
4/3/2020,64.25,67.2,64.25,65.88,"1,464,500"
4/6/2020,66.9,67.7,64.25,64.55,"1,236,000"
4/7/2020,64.55,66,63,64.61,"5,828,000"
4/8/2020,63.6,64.5,62.9,63.45,"3,786,000"
4/9/2020,64,66.5,63.61,65.19,"3,116,500"
4/10/2020,65,66.8,64.55,66.22,"482,500"
4/13/2020,66.1,66.1,62.37,62.56,"2,104,000"
4/14/2020,63.84,64.5,63.05,64.05,"524,500"
4/15/2020,64.1,66,64.1,64.61,"1,665,000"
4/16/2020,63.19,65,63.16,64.02,"1,163,500"
4/17/2020,61.5,68,61,63.25,"6,361,500"
4/20/2020,64.5,66.2,63.81,64.86,"5,934,000"
4/21/2020,64.03,66.3,64.01,65.04,"2,849,000"
4/22/2020,65.5,65.75,64.76,65.47,"671,500"
4/23/2020,65,65.24,63.5,64.66,"1,389,000"
4/24/2020,64.7,64.99,63.5,64.19,"352,500"
4/27/2020,64,66.85,62.2,62.54,"1,866,500"
4/28/2020,62.25,63.5,62,62.53,"1,426,000"
4/29/2020,62.6,63.75,62.25,63.49,"1,157,000"
4/30/2020,64.01,67,64.01,65.62,"2,147,000"
5/4/2020,65,66,64,65.21,"553,500"
5/5/2020,66.4,66.4,64.5,65.16,"389,500"
5/6/2020,66,66.78,64.75,65.79,"1,368,500"
5/7/2020,66,66.08,65,65.05,"416,000"
5/8/2020,65.4,65.5,64.31,64.55,"248,500"
5/11/2020,64.55,65.2,64.25,64.65,"142,500"
5/12/2020,64.6,65.1,64.43,64.64,"365,000"
5/13/2020,64.64,65,63.8,63.92,"343,500"
5/14/2020,63.5,64,63.5,63.61,"198,500"
5/15/2020,63.9,64,63,63.08,"369,000"
5/18/2020,63.5,63.5,61.65,61.81,"416,000"
5/19/2020,62,62,60,60.56,"1,798,500"
5/20/2020,60,60.56,59.05,59.42,"1,419,000"
5/21/2020,59.94,60.02,58.5,58.82,"635,000"
5/28/2020,59.49,59.7,58.5,59.5,"174,000"
5/29/2020,59.9,62.1,59.55,61.19,"691,500"
6/1/2020,61.4,64.45,61.39,64.41,"3,813,500"
6/2/2020,65.4,66.8,64,65.36,"4,178,000"
6/3/2020,65.99,66.75,65.04,65.31,"1,188,500"
6/4/2020,65,66.4,64.1,64.28,"927,500"
6/5/2020,64.4,64.4,63.51,64.06,"137,000"
6/8/2020,64.1,64.49,62.7,63.12,"770,000"
6/9/2020,63.2,64.55,62.85,64.45,"482,000"
6/10/2020,64.85,69,64.5,68.72,"2,620,000"
6/11/2020,69.65,71.89,69.65,71.51,"1,890,000"
6/12/2020,70,70.75,68.65,70.03,"625,500"
6/15/2020,68.02,71,68,69.01,"802,500"
6/16/2020,70,70,68,68.6,"265,500"
6/17/2020,68.6,71.75,68.5,69.16,"1,063,000"
6/18/2020,69.5,69.97,66.5,66.87,"995,500"
6/19/2020,67,67,64,65.09,"569,500"
6/22/2020,65.2,66.61,65.01,66.29,"482,000"
6/23/2020,66.84,69.18,66,68.98,"1,007,000"
6/24/2020,69,69,68,68.41,"371,500"
6/25/2020,68.5,68.75,67.5,68.51,"509,500"
6/26/2020,67.56,67.56,66.51,67.03,"265,500"
6/29/2020,66.07,68,66.07,67.69,"163,500"
6/30/2020,67.6,69.75,67.6,68.85,"750,000"
7/1/2020,69.25,69.25,68.3,68.92,"75,500"
7/2/2020,69.3,69.38,67.56,67.75,"755,000"
7/3/2020,67.75,68.5,67.5,67.57,"200,500"
7/6/2020,67.7,68,67.2,67.62,"1,090,500"
7/7/2020,67.9,69.75,67.51,68.78,"830,000"
7/8/2020,69.4,70.25,69,69.88,"592,500"
7/9/2020,69.75,74.7,69.75,72.89,"1,973,500"
7/10/2020,72.89,74.1,71.5,73.56,"638,500"
7/13/2020,73.25,77.7,73.25,76.52,"1,635,000"
7/14/2020,76.98,77.8,76,76.52,"552,500"
7/15/2020,76.7,77.5,74.29,74.7,"433,500"
7/16/2020,74.81,76.5,74.75,76.18,"693,000"
7/17/2020,76.58,76.6,75.25,75.47,"370,000"
7/20/2020,76,76.2,74.65,75.1,"1,047,500"
7/21/2020,75.02,75.6,74.5,74.78,"486,000"
7/22/2020,74.6,75,73.55,73.95,"480,000"
7/23/2020,74.5,75.73,73.81,73.94,"761,500"
7/24/2020,73.94,77,72.61,75.38,"932,500"
7/27/2020,75.5,81.03,75.5,80.42,"2,289,500"
7/28/2020,81.89,86.44,80.5,85.51,"2,155,000"
7/29/2020,87,88.5,83.47,83.93,"1,984,000"
7/30/2020,84.4,85.3,84.25,84.7,"507,500"
8/3/2020,84.71,85.4,83.85,84.02,"2,404,000"
8/4/2020,83.85,85.55,80.01,81.2,"1,568,500"
8/5/2020,82.35,83.5,79.51,81.28,"1,440,000"
8/6/2020,81.7,82.75,81,82.23,"745,500"
8/7/2020,82.25,87.2,81.25,85.12,"2,744,000"
8/10/2020,86,86,84.11,84.45,"875,500"
8/11/2020,85.15,86.2,84.44,85.92,"415,000"
8/12/2020,86.2,87.8,85,85.08,"527,500"
8/13/2020,86,86.46,83.51,85.82,"576,500"
8/17/2020,86.99,87.85,86.06,87.28,"1,151,000"
8/18/2020,89.35,90.1,85.3,86.15,"3,478,500"
8/19/2020,86.19,88.8,86.19,87.35,"2,756,500"
8/20/2020,87.5,88.2,86.61,86.98,"1,305,500"
8/21/2020,86.1,86.95,84.9,85.95,"869,500"
8/24/2020,86,88,83,85.92,"1,510,500"
8/25/2020,86.99,86.99,85.5,86.35,"643,000"
8/26/2020,86.02,88,86.02,87.54,"1,066,000"
8/27/2020,88.5,89.49,87.61,88.82,"1,507,000"
8/28/2020,88.95,93.01,88.95,90.77,"1,330,500"
8/31/2020,91,92.4,90,90.17,"768,500"
9/1/2020,90.98,91,90.01,90.8,"321,000"
9/2/2020,91.2,91.43,90.25,90.36,"727,000"
9/3/2020,90.37,91.6,90.12,90.81,"516,500"
9/4/2020,90.81,92.1,90.3,90.87,"2,499,500"
9/7/2020,91.1,93,91.1,92.77,"898,500"
9/8/2020,93.49,94.5,92.4,93.67,"2,174,000"
9/9/2020,85.98,86.15,83,84.68,"1,368,500"
9/10/2020,85,86.5,84.5,84.78,"1,201,500"
9/11/2020,85.04,85.7,84.5,85.09,"642,000"
9/14/2020,85,85.65,84.3,84.95,"325,000"
9/15/2020,84.85,85.2,82.9,83.66,"728,500"
9/16/2020,83.5,84.15,82.51,82.66,"798,000"
9/17/2020,83,83,82.25,82.35,"426,000"
9/18/2020,82.85,85,82.5,84.8,"714,500"
9/21/2020,84.5,84.8,83.06,83.46,"662,500"
9/22/2020,82.76,83,81.08,81.42,"408,500"
9/23/2020,82,82.5,80.6,80.79,"539,500"
9/24/2020,80.8,81,79.97,80.2,"589,000"
9/25/2020,80.2,81,80,80.39,"747,000"
9/28/2020,80.37,81.39,78.01,78.95,"944,500"
9/29/2020,79.01,81,79,80.47,"1,499,500"
9/30/2020,80.12,83.48,80.12,82.21,"1,738,000"
10/1/2020,82.01,82.5,79.5,79.91,"1,627,500"
10/2/2020,80,81.35,79,79.01,"1,342,500"
10/5/2020,78.9,79.8,76.25,78.55,"1,027,500"
10/6/2020,78.55,78.75,77.12,77.66,"809,010"
10/7/2020,78.5,78.99,78.01,78.49,"688,656"
10/8/2020,78.2,80.98,78.2,80.16,"654,794"
10/9/2020,80.5,82.3,79.6,81.9,"575,074"
10/12/2020,81.6,82.5,80.1,80.63,"942,428"
10/13/2020,80.99,81.8,79.05,79.48,"722,646"
10/14/2020,79.5,79.99,78.01,79.47,"807,184"
10/15/2020,80.39,81.5,79.32,80.52,"1,212,256"
10/16/2020,80.84,84.25,79.35,83.81,"1,644,209"
10/19/2020,83.81,87.2,83.1,85.82,"984,865"
10/20/2020,86.5,92.18,86.25,91.02,"3,101,159"
10/21/2020,92.25,94.5,90.39,93.2,"4,107,942"
10/22/2020,92.51,94.5,90,90.67,"6,066,650"
10/23/2020,91.49,91.49,90,91.05,"554,999"
10/26/2020,91.05,93.8,90.5,91.27,"1,816,322"
10/27/2020,91.31,92,89,89.25,"1,243,259"
10/28/2020,89.99,90.02,88.9,89.11,"626,424"
10/29/2020,89.4,89.4,85,87.17,"1,777,691"
11/2/2020,86.5,87.6,85.15,87.29,"2,938,485"
11/3/2020,88.5,91.5,87.51,90.97,"1,121,745"
11/4/2020,91.35,92.3,90,90.72,"588,927"
11/5/2020,90.72,93.6,90.4,92.58,"1,439,508"
11/6/2020,93,95.5,92.9,94.77,"4,200,497"
11/9/2020,91,91.25,89.52,90.02,"874,942"
11/10/2020,92.3,92.8,90.01,90.63,"748,325"
11/11/2020,91.25,91.42,89.7,90.16,"535,196"
11/12/2020,90.2,90.2,88.75,89.79,"948,587"
11/13/2020,89,89.9,88.75,89.4,"293,536"
11/16/2020,89.87,90.44,89.02,89.67,"262,341"
11/17/2020,90.95,91.2,89.81,90.58,"1,227,323"
11/18/2020,90.59,91.57,89.53,91.3,"554,882"
11/19/2020,91.1,91.6,91,91.46,"124,518"
11/20/2020,92,92,90.5,91.22,"1,132,477"
11/23/2020,90.19,90.19,88.9,89.15,"276,713"
11/24/2020,89.99,90,88.9,89,"259,683"
11/25/2020,89,92,89,91.38,"247,082"
11/26/2020,91.9,94.69,90.1,94.32,"814,515"
11/27/2020,94,94.3,93.48,93.84,"139,453"
11/30/2020,93.84,94.8,92,94.53,"196,043"
12/1/2020,93.83,99.5,93.83,97.37,"1,057,095"
12/2/2020,98,99.8,97.15,97.8,"529,279"
12/3/2020,98,99.03,96,97.27,"373,004"
12/4/2020,98,98.5,97.51,98,"347,438"
12/7/2020,97.61,98.9,96.5,97.64,"172,516"
12/8/2020,98,102,97.2,97.93,"248,415"
12/9/2020,98.75,98.75,96.5,97.74,"1,092,284"
12/10/2020,97.75,99,97.52,97.94,"1,810,221"
12/11/2020,98.99,98.99,97.5,97.97,"269,272"
12/14/2020,98.25,99.01,97.81,98.99,"479,946"
12/15/2020,99.6,105,99.16,102.51,"1,175,032"
12/16/2020,102.6,107,102.6,103.77,"1,232,585"
12/17/2020,104.75,106.6,104.01,105.74,"608,406"
12/18/2020,104.75,106.95,104.75,106.36,"439,199"
12/21/2020,106.5,108.5,105.5,105.7,"1,018,503"
12/22/2020,105,106.95,103.5,103.88,"619,336"
12/23/2020,102.72,105.48,102.5,102.76,"681,236"
12/24/2020,103.5,104,100,100.57,"1,517,739"
12/28/2020,101,105.23,101,105.01,"1,034,288"
12/29/2020,106,107.45,105.5,106.94,"1,400,984"
12/30/2020,106.9,107.49,106.02,106.68,"575,074"
12/31/2020,106.2,107,103.95,104.44,"1,363,490"
1/1/2021,105,107.5,103,103.98,"1,871,274"
1/4/2021,105.88,106.95,104.3,105.6,"1,110,411"
1/5/2021,105.5,108.01,104.55,107.09,"944,162"
1/6/2021,108,115.12,107.9,114.81,"3,479,768"
1/7/2021,117,120,114.2,115.14,"4,099,501"
1/8/2021,115.6,116.47,114.8,115.12,"1,326,954"
1/11/2021,116.18,117.83,112.01,112.66,"1,940,177"
1/12/2021,113,114.75,112.99,113.81,"850,942"
1/13/2021,115.25,115.25,112.8,113.11,"981,758"
1/14/2021,114,114,112.4,112.75,"1,512,988"
1/15/2021,113,113.1,111.9,112.25,"502,140"
1/18/2021,112.39,112.89,111,111.57,"285,366"
1/19/2021,112.77,113.28,111,112.93,"724,439"
1/20/2021,113,113,110.75,111.7,"912,714"
1/21/2021,111.5,114,111.5,113.33,"607,659"
1/22/2021,114,114,112,112.56,"389,700"
1/25/2021,112.07,113.5,110.2,111.07,"1,283,346"
1/26/2021,111,111.65,110.15,110.49,"759,293"
1/27/2021,110.3,111.7,110.3,111.3,"631,166"
1/28/2021,111.3,112,110.4,110.63,"602,035"
1/29/2021,111,112.5,110.25,111.61,"4,247,868"
2/1/2021,112.89,112.99,111.5,111.59,"239,635"
2/2/2021,111.51,111.55,110.2,110.6,"255,585"
2/3/2021,111,112.25,110.5,110.89,"1,148,065"
2/4/2021,110.37,111.97,110.35,111.22,"700,044"
2/8/2021,111.75,114,109.75,110.94,"1,411,464"
2/9/2021,110.94,113,110.87,112.72,"1,182,576"
2/10/2021,112.7,112.7,110.5,111.46,"732,717"
2/11/2021,111.05,111.95,109.4,110.24,"1,625,296"
2/12/2021,110.01,111.44,109.15,109.79,"352,444"
2/15/2021,110,110.9,109,109.8,"705,116"
2/16/2021,110.9,110.9,109.06,110.04,"468,328"
2/17/2021,109.53,110.93,108.7,109.07,"1,078,653"
2/18/2021,108.9,110.14,103,105.33,"1,957,150"
2/19/2021,103,106,102,105.19,"2,180,815"
2/22/2021,105,105.5,102.45,104.22,"1,395,519"
2/23/2021,103.5,103.96,101.9,102.11,"1,028,075"
2/24/2021,102.4,107,102,105.41,"1,807,361"
2/25/2021,106,108.9,105.41,107.49,"2,645,551"
2/26/2021,107.5,108.9,106.55,108.57,"1,602,674"
3/1/2021,104.07,109.85,104.07,109.09,"401,644"
3/2/2021,108.5,111.25,107.53,110.02,"778,707"
3/3/2021,111.68,112.2,110,111.93,"3,530,584"
3/4/2021,109.4,112,106,110.52,"1,048,890"
3/5/2021,109.3,112,109.3,110.62,"988,405"
3/8/2021,110.25,111.95,110.25,111.04,"1,403,390"
3/9/2021,109.3,111.65,109.3,109.74,"1,384,645"
3/10/2021,110,112.44,109.05,111.13,"1,001,855"
3/11/2021,111.15,111.15,107.5,109.3,"613,880"
3/12/2021,111.09,111.3,110,111.19,"345,676"
3/15/2021,112,114.75,111.88,112.62,"2,303,061"
3/16/2021,113.92,115,112.5,114.9,"1,287,156"
3/17/2021,114.9,115.5,113.67,115.27,"1,451,711"
3/18/2021,113.27,115,112.25,112.97,"186,957"
3/19/2021,113,113.75,111.5,112.09,"242,008"
3/22/2021,112,114.38,111.5,113.81,"631,525"
3/24/2021,114.4,114.4,112.8,113.64,"375,741"
3/25/2021,113.98,114.25,105.12,110.81,"733,955"
3/26/2021,111.99,113.9,108.01,113.03,"302,390"
3/29/2021,113,113.48,109.11,110.9,"216,539"
3/30/2021,109,112.98,109,111.99,"268,384"
3/31/2021,112.49,114.4,112.49,113.18,"179,711"
4/1/2021,113.18,113.9,110.5,110.99,"141,940"
4/2/2021,112.5,112.5,110,110.69,"56,818"
4/5/2021,111,111.3,108.3,109.38,"184,018"
4/6/2021,109.94,110.5,109,110.16,"197,734"
4/7/2021,111,110.95,108.85,109.1,"446,535"
4/8/2021,109.5,110,108,109.06,"208,365"
4/9/2021,109,109.5,108.5,108.91,"400,526"
4/12/2021,109,110,108.11,108.64,"297,476"
4/13/2021,108.51,110,108.36,108.83,"1,157,897"
4/14/2021,110.2,110.39,109.01,109.5,"3,317,985"
4/15/2021,110,110,109,109.02,"352,573"
4/16/2021,109.05,109.5,108.62,109.18,"328,210"
4/19/2021,108.12,109.18,107.5,108.63,"412,625"
4/20/2021,109.9,109.9,108.51,109.3,"538,885"
4/21/2021,110,110,108,109.18,"2,464,774"
