Date,Open,High,Low,Close,Volume
7-Jan-19,179.9,181,177,178.19,"63,400"
8-Jan-19,178.98,184,178.5,181.28,"110,900"
9-Jan-19,181.99,183.25,177.01,178.21,"131,300"
10-Jan-19,178.97,178.97,176.51,176.95,"40,200"
11-Jan-19,176.25,180.4,175.6,176.64,"114,900"
14-Jan-19,178.5,185.47,178.1,185.47,"209,500"
15-Jan-19,190,193.8,185.7,186.82,"262,800"
16-Jan-19,196.15,196.16,191.5,196.16,"405,000"
17-Jan-19,199.9,205.96,195,205.96,"697,200"
18-Jan-19,207.99,216.25,207.25,216.04,"950,900"
21-Jan-19,220,226.84,220,226.84,"97,900"
22-Jan-19,238.18,238.18,232.6,238.18,"1,047,200"
23-Jan-19,247,250.08,244,250.08,"852,100"
24-Jan-19,262,262.58,237.58,238.75,"2,746,800"
25-Jan-19,234,236.99,226.9,229.77,"740,500"
28-Jan-19,226.6,241.25,226.6,241.25,"675,600"
29-Jan-19,247,252.99,246.01,249.12,"558,600"
30-Jan-19,251.6,255.99,242.02,245.2,"360,300"
31-Jan-19,242,243.05,234.5,239.07,"665,500"
1-Feb-19,240,248,240,242.04,"306,000"
4-Feb-19,245,247.2,238,239.8,"227,300"
6-Feb-19,240.9,251.79,239.01,251.79,"883,800"
7-Feb-19,255.5,259,248.1,250.75,"599,000"
8-Feb-19,250.75,251,238.22,242.78,"487,300"
11-Feb-19,247,250.99,234,235.37,"365,400"
12-Feb-19,237,242,236,237.22,"207,000"
13-Feb-19,239.98,240.88,229.1,230.74,"143,500"
14-Feb-19,227,236,227,233.14,"188,100"
15-Feb-19,233,238.5,231.2,236.46,"298,300"
18-Feb-19,237.95,239.94,227.38,228.87,"128,900"
19-Feb-19,229.99,232.01,221.25,223,"221,700"
20-Feb-19,226,226.85,221.11,222.06,"240,700"
21-Feb-19,222.8,223.01,215.2,221.17,"108,200"
22-Feb-19,220,232.22,218,232.22,"171,100"
25-Feb-19,232.5,240,232,232.7,"380,500"
26-Feb-19,229,232.5,221.07,221.45,"317,200"
27-Feb-19,216,221.07,210.38,215.26,"318,300"
28-Feb-19,218,225.9,214.11,222.56,"408,100"
1-Mar-19,223,232.74,223,229.58,"442,300"
4-Mar-19,230.49,240.98,230,238.88,"652,500"
5-Mar-19,241,244,234.1,236.04,"613,600"
6-Mar-19,236.9,240.7,233.51,234.95,"336,200"
7-Mar-19,246.69,246.69,246.69,246.69,"113,300"
8-Mar-19,259.02,259.02,248,259.02,"1,552,200"
11-Mar-19,265,271.97,262.65,271.97,"840,800"
12-Mar-19,271.9,271.99,258.38,259.99,"1,254,700"
13-Mar-19,261,262.89,250,252.78,"383,700"
14-Mar-19,253,253.97,243,244.72,"230,400"
15-Mar-19,242.68,254,239.01,245.86,"437,000"
18-Mar-19,249.8,254,247,248.43,"327,600"
19-Mar-19,246.5,248,240,240.42,"159,100"
20-Mar-19,240,244,239.1,240.03,"177,200"
21-Mar-19,240.11,244.85,240,240.42,"300,000"
22-Mar-19,240,243,236,240.62,"137,600"
25-Mar-19,240.7,240.99,228.59,229.25,"70,300"
26-Mar-19,229,240.71,223,240.71,"389,100"
27-Mar-19,244,252,244,249.94,"351,300"
28-Mar-19,248.5,249,237.45,242.93,"283,800"
29-Mar-19,243.95,246.5,238,239.96,"351,800"
1-Apr-19,239,240,231,232.9,"102,600"
2-Apr-19,233,235,223,223.98,"153,600"
3-Apr-19,223.98,229.33,218,219.52,"328,300"
4-Apr-19,230,230,208.55,210.37,"551,400"
5-Apr-19,210,211.45,204.2,207.11,"246,500"
8-Apr-19,205,206,196.76,196.76,"249,400"
9-Apr-19,194.25,203.98,187.32,199.36,"388,800"
10-Apr-19,203,205.5,196,198.98,"293,300"
11-Apr-19,195.11,203.9,195.11,199.93,"189,100"
12-Apr-19,200,209.92,200,209.92,"318,800"
15-Apr-19,213.99,220.41,211.7,220.41,"635,800"
16-Apr-19,223.48,230.98,222.98,224.37,"650,900"
17-Apr-19,223.51,223.51,213.16,213.21,"302,000"
18-Apr-19,214.01,219.9,208,213.51,"517,400"
19-Apr-19,212.9,222,212.9,218.33,"398,900"
22-Apr-19,220.89,220.89,207.42,207.54,"330,300"
23-Apr-19,207.5,207.5,197.17,197.17,"259,100"
24-Apr-19,193,197,188,189.77,"260,900"
25-Apr-19,191,193.49,185,188.59,"121,500"
26-Apr-19,186.11,194.5,186.11,193.17,"231,500"
29-Apr-19,194.05,200,194.05,197.08,"199,800"
30-Apr-19,196,198.97,193.5,195.56,"159,900"
2-May-19,196.8,196.8,189.21,190.48,"83,400"
3-May-19,188.5,198,188.5,190.85,"457,600"
6-May-19,192.87,194.3,181.32,181.96,"212,300"
7-May-19,178.98,183,172.87,173.05,"84,800"
8-May-19,171.1,171.25,164.4,164.4,"119,800"
9-May-19,161.01,162,156.18,156.26,"345,400"
10-May-19,154.1,154.11,148.45,148.74,"213,900"
13-May-19,152,156.17,141.31,141.51,"758,100"
14-May-19,141,144.4,134.44,134.44,"290,100"
15-May-19,129.02,139.8,129.02,131.37,"620,200"
16-May-19,131.98,134.89,124.81,124.81,"291,300"
17-May-19,119.01,119.95,118.57,118.57,"59,300"
20-May-19,112.65,124.49,112.65,124.49,"490,900"
21-May-19,130.71,130.71,130.71,130.71,"116,700"
22-May-19,137.24,137.24,137.24,137.24,"15,700"
23-May-19,144.1,144.1,144.1,144.1,"10,400"
24-May-19,151.3,151.3,151.3,151.3,"23,000"
27-May-19,158.86,158.86,158.86,158.86,"315,500"
28-May-19,166.8,166.8,166.8,166.8,"202,700"
29-May-19,175.14,175.14,170,175.14,"509,400"
3-Jun-19,193.08,193.08,180,184.14,"416,500"
10-Jun-19,182,182,174.94,174.94,"139,600"
11-Jun-19,167.3,179.9,166.2,175.56,"472,400"
12-Jun-19,177,184.33,175.56,180.44,"1,155,100"
13-Jun-19,168.3,171.8,165,165.28,"365,600"
14-Jun-19,164.9,171.8,160.11,167.86,"826,100"
17-Jun-19,168.99,170.5,165,166.02,"665,800"
18-Jun-19,166.02,166.99,160,160.68,"97,900"
19-Jun-19,160,162.97,155.71,157.52,"82,200"
20-Jun-19,156.1,165.39,156.1,165.39,"124,400"
21-Jun-19,172,172,165.55,168.46,"360,000"
24-Jun-19,171,175,161.51,162.45,"285,500"
25-Jun-19,162,166.49,155,158.92,"267,300"
26-Jun-19,158.51,159,150.98,151.37,"133,600"
27-Jun-19,152,154.44,143.81,144.99,"351,000"
28-Jun-19,141.11,151.67,138.2,148.32,"322,200"
1-Jul-19,148.05,154.99,148.05,152.77,"185,000"
2-Jul-19,153,153,149,150.68,"291,500"
3-Jul-19,152.4,158.21,152.4,158.21,"196,900"
4-Jul-19,166.12,166.12,156,159.54,"656,400"
5-Jul-19,155.85,164.9,155,161.55,"479,500"
8-Jul-19,160,160.9,153.71,154.04,"128,900"
9-Jul-19,156.99,160.5,155.1,157.6,"304,300"
10-Jul-19,157.5,158.5,152,152.47,"110,400"
11-Jul-19,152,152,148,148.77,"88,800"
12-Jul-19,150,153,141.34,141.34,"450,300"
15-Jul-19,134.28,134.28,134.28,134.28,"16,500"
16-Jul-19,127.57,130.99,127.57,128,"538,900"
17-Jul-19,128.11,130.45,121.6,121.92,"315,800"
18-Jul-19,121,121,115.83,115.88,"169,200"
19-Jul-19,114.01,121.67,114,121.67,"105,800"
22-Jul-19,127.75,127.75,127.75,127.75,"27,600"
23-Jul-19,129.44,133.33,125,131.06,"390,700"
24-Jul-19,128.1,130,126.9,127.42,"106,300"
25-Jul-19,126.1,133.79,123.9,133.79,"133,500"
26-Jul-19,135,140.47,128,130.33,"179,200"
29-Jul-19,130.7,130.7,127.02,128.83,"66,900"
30-Jul-19,127.01,131.5,125.76,129.19,"164,700"
1-Aug-19,140,142.42,137,142.42,"162,500"
2-Aug-19,141.95,149.54,141.95,148.57,"512,400"
5-Aug-19,145,147.99,141.15,144.26,"208,100"
6-Aug-19,142.1,146.2,142,143.08,"104,100"
7-Aug-19,142.5,143,135.93,136.45,"65,400"
8-Aug-19,134.85,136.99,129.63,131.29,"177,800"
9-Aug-19,133.5,137.85,131.45,133.9,"117,300"
16-Aug-19,130.94,132,127.21,127.22,"589,400"
19-Aug-19,124,133.58,124,133.58,"216,400"
20-Aug-19,135,140.25,134.25,140.25,"183,100"
21-Aug-19,142,147.26,142,147.26,"244,000"
22-Aug-19,151.18,154.62,150.1,154.62,"228,400"
23-Aug-19,157.2,159.01,146.89,149.64,"370,900"
26-Aug-19,147,147,142.16,142.16,"178,400"
27-Aug-19,138.11,144,137,142.48,"174,900"
28-Aug-19,141.25,147.8,136,137.56,"140,700"
29-Aug-19,137.99,141.41,134.16,134.97,"128,200"
30-Aug-19,135,137.41,128.23,128.8,"96,900"
2-Sep-19,131,134.5,128,133.5,"39,000"
3-Sep-19,133.5,135,129,129.3,"37,000"
4-Sep-19,132,135.76,127.22,135.76,"93,300"
5-Sep-19,141.95,142.54,132,134.8,"267,600"
6-Sep-19,134.5,134.5,131,132.96,"79,200"
11-Sep-19,133.46,134,128.22,129.61,"145,500"
12-Sep-19,132,136.09,130,136.09,"273,200"
13-Sep-19,134.66,137,130.5,131.85,"169,800"
16-Sep-19,132,135.44,130.6,134.22,"146,300"
17-Sep-19,135,140,133,134.26,"277,900"
18-Sep-19,134.1,135.99,133.21,133.73,"65,800"
19-Sep-19,134,137.3,134,135.24,"141,300"
20-Sep-19,135.5,140,134,136.2,"221,300"
23-Sep-19,136,138,131.5,132.38,"62,900"
24-Sep-19,132.35,135,130.5,134.25,"105,200"
25-Sep-19,134.25,137.48,133.25,133.63,"53,200"
26-Sep-19,132.71,134.68,132.5,134.04,"73,300"
27-Sep-19,135,135.7,134.3,134.91,"71,000"
30-Sep-19,134.91,135.89,132.1,132.65,"48,400"
1-Oct-19,134.6,134.85,133,133.97,"43,700"
2-Oct-19,134,139.06,134,137.9,"243,800"
3-Oct-19,137,144.79,136.25,140.67,"579,200"
4-Oct-19,140.5,145.65,140,144.32,"298,800"
7-Oct-19,144,148.44,142.02,145.57,"135,700"
8-Oct-19,145.95,146.7,141.06,142.01,"57,400"
9-Oct-19,141.2,143.47,139.99,141.04,"61,400"
10-Oct-19,141.04,146,140.26,143.02,"88,200"
11-Oct-19,143.5,148,143.16,143.93,"94,700"
14-Oct-19,143.5,143.99,138.5,139.15,"66,500"
15-Oct-19,139.99,140,136,137.32,"15,200"
16-Oct-19,138,139.9,136.7,137.13,"32,300"
17-Oct-19,138,138.9,136.02,136.1,"20,000"
18-Oct-19,136.25,138,134.5,135.71,"62,400"
21-Oct-19,134,134,128.93,129.07,"62,900"
22-Oct-19,128,131.9,127,129.19,"30,200"
23-Oct-19,131.99,132,127.11,127.82,"69,900"
24-Oct-19,127,129.49,127,127.7,"63,600"
25-Oct-19,127.95,128,125,127.09,"25,000"
28-Oct-19,123.25,133.44,121,129.4,"212,800"
29-Oct-19,129.98,134,129.3,132.75,"174,100"
30-Oct-19,132.5,134.8,130.03,130.54,"51,500"
31-Oct-19,132,136,131.5,133.99,"116,400"
1-Nov-19,134,135.01,132.2,132.48,"66,100"
4-Nov-19,133,139.1,133,137.04,"288,400"
5-Nov-19,137.7,143.89,135.09,143.83,"446,300"
6-Nov-19,145,151.02,145,151.02,"123,800"
7-Nov-19,156.89,156.89,149.3,151.41,"752,900"
8-Nov-19,152,153,147,148.42,"160,200"
11-Nov-19,149.8,155.25,148,150.93,"306,700"
12-Nov-19,151,153.97,149.25,152.1,"203,800"
13-Nov-19,151,154.5,150,150.97,"134,000"
14-Nov-19,152.95,158.51,150.77,158.51,"391,400"
15-Nov-19,166.43,166.43,166.43,166.43,"23,300"
18-Nov-19,174.75,174.75,174.75,174.75,"114,400"
19-Nov-19,179.98,183.48,178.02,183.48,"689,800"
20-Nov-19,190,190,182.1,184.41,"437,800"
21-Nov-19,182,183.5,175.19,175.19,"104,900"
22-Nov-19,175,178.5,168.57,175.3,"343,700"
25-Nov-19,175,184.06,173.12,184.06,"192,600"
26-Nov-19,192.86,193.26,185,193.26,"972,500"
27-Nov-19,199.78,202.92,196,202.92,"407,400"
28-Nov-19,210,213.06,208,213.06,"229,100"
29-Nov-19,222.99,223.71,218,223.71,"517,100"
2-Dec-19,234.89,234.89,222,232.06,"622,500"
3-Dec-19,233.5,234.5,220.46,220.58,"500,400"
4-Dec-19,221.99,228.9,210,224.52,"469,400"
5-Dec-19,226.9,227.9,216,221.84,"267,900"
6-Dec-19,221.8,226.7,217,219.12,"397,100"
9-Dec-19,222.9,223,208.17,208.17,"230,500"
10-Dec-19,205.8,218.57,197.77,218.55,"1,064,200"
11-Dec-19,220,224,210.3,213.69,"496,600"
12-Dec-19,208.11,224.37,206.1,224.37,"645,300"
13-Dec-19,227,229.9,220,220.97,"544,700"
16-Dec-19,221.05,224.99,219,221.63,"156,200"
17-Dec-19,224,226.9,215,218.64,"530,300"
18-Dec-19,218.99,220.75,212,213.03,"127,400"
19-Dec-19,214.99,217,202.5,210.21,"149,900"
20-Dec-19,210.01,214,209,211.31,"167,400"
23-Dec-19,210,211,203,204.78,"81,400"
24-Dec-19,202,215.01,195.27,212.63,"472,300"
26-Dec-19,213,216.99,209.11,214.57,"203,800"
27-Dec-19,215.05,218.48,208,209.84,"80,200"
30-Dec-19,212,220.33,212,220.33,"137,300"
31-Dec-19,224,229.8,218,218.94,"343,300"
1-Jan-20,218,221,215.1,217.96,"87,200"
2-Jan-20,218.5,222.95,218,220.49,"254,300"
3-Jan-20,221.99,223,215.61,216.47,"125,800"
6-Jan-20,206,212.67,205.65,205.69,"207,500"
7-Jan-20,209,211.45,206,207.57,"106,500"
8-Jan-20,207.1,208.7,198.5,199.12,"119,200"
9-Jan-20,205.9,209.07,204.99,209.07,"136,500"
10-Jan-20,213.01,215.55,211.05,212.21,"170,100"
13-Jan-20,213.01,219,209,215.71,"138,400"
14-Jan-20,217.5,225.99,216,224.53,"353,300"
15-Jan-20,223.01,224,214.05,216.09,"178,800"
16-Jan-20,216,216.8,213.05,214.41,"67,400"
17-Jan-20,214.95,222.25,214.95,215.8,"307,000"
20-Jan-20,216.45,218.8,212,212.78,"275,800"
21-Jan-20,212.8,215.5,210,212.51,"134,200"
22-Jan-20,214.15,215.9,210,211.38,"116,700"
23-Jan-20,211.38,213.5,199.76,199.78,"414,800"
24-Jan-20,197.99,198,192.1,194.41,"145,700"
27-Jan-20,194.05,204,194.02,201.52,"300,000"
28-Jan-20,201,211.99,199.98,209.01,"511,600"
29-Jan-20,211,214.5,204,205.55,"123,600"
30-Jan-20,205.1,212.99,205.1,209.91,"311,900"
31-Jan-20,211,214.39,205.25,206.11,"108,30"
3-Feb-20,205,205,199.01,202.68,"151,600"
4-Feb-20,201.25,208.5,201.25,204.42,"67,100"
6-Feb-20,205,207,197,199.31,"64,900"
7-Feb-20,199.9,200.33,194.05,195.05,"84,200"
10-Feb-20,191.76,192.98,186.05,187.22,"111,700"
11-Feb-20,189.99,191,182,188.36,"205,700"
12-Feb-20,195,199.66,195,199.66,"127,400"
13-Feb-20,206.98,207,193,194.94,"348,000"
14-Feb-20,194.2,197,192,195.68,"58,600"
17-Feb-20,195.7,203,195.7,198.42,"180,600"
18-Feb-20,198.5,200.48,196,196.52,"59,700"
19-Feb-20,196.57,202.5,196.5,201.93,"133,900"
20-Feb-20,202.01,206,199,200.12,"94,700"
21-Feb-20,199.03,202.5,198,199.61,"31,200"
24-Feb-20,197.05,197.5,187.7,189.67,"42,400"
25-Feb-20,188.9,196,188.88,193.54,"90,800"
26-Feb-20,193,196,186,194.38,"132,600"
27-Feb-20,188.68,191.89,187,190.55,"130,700"
28-Feb-20,191.99,200,189.9,195.05,"94,300"
2-Mar-20,198.4,205.9,198.3,203.33,"205,800"
3-Mar-20,205,207.1,197.5,198.95,"136,200"
4-Mar-20,198,200,193,194.16,"73,300"
5-Mar-20,195.2,207.75,195.2,207.75,"307,300"
6-Mar-20,211.9,219.98,203.5,204.21,"316,100"
9-Mar-20,197,215,189.92,213.31,"190,600"
10-Mar-20,216,223,210.11,217.79,"416,800"
11-Mar-20,220,220,210,210.5,"95,900"
12-Mar-20,207,208.8,198,200.32,"139,000"
13-Mar-20,196,205.9,188,203.72,"124,300"
16-Mar-20,199,200,188.45,192.26,"108,000"
17-Mar-20,194,196,186,189.71,"48,000"
18-Mar-20,182,182,175.49,175.49,"135,900"
19-Mar-20,162.33,168.9,162.33,162.84,"263,600"
20-Mar-20,163,167.5,158,164.13,"103,900"
24-Mar-20,151.83,151.83,151.83,151.83,"25,500"
25-Mar-20,151.9,151.9,140.45,140.45,"22,100"
26-Mar-20,130,145,129.92,130.02,"128,300"
27-Mar-20,132.98,132.98,123.01,127.43,"78,200"
30-Mar-20,121.01,124,120.02,123.27,"78,000"
31-Mar-20,123,132.51,122,132.51,"147,300"
1-Apr-20,133.98,142.44,129.01,142.44,"214,600"
2-Apr-20,143,150.9,139,148.08,"419,700"
3-Apr-20,151.8,152.79,149,149.96,"126,600"
6-Apr-20,152,152,138.72,138.78,"151,500"
7-Apr-20,138.01,140,133.12,136.88,"136,200"
8-Apr-20,138,138,131,131.56,"81,800"
9-Apr-20,133,141,133,136.57,"133,100"
10-Apr-20,135,140.94,131.06,138.14,"100,400"
13-Apr-20,137.5,137.5,131.7,132.43,"66,000"
14-Apr-20,132.02,137,131,135.9,"52,300"
15-Apr-20,134,144.35,134,138.75,"217,200"
16-Apr-20,138.75,143.69,136,142.93,"70,700"
17-Apr-20,153.64,153.64,153.64,153.64,"51,900"
20-Apr-20,165.16,165.16,165.16,165.16,"61,500"
21-Apr-20,170,177.54,163.02,170,"692,400"
22-Apr-20,170,173.05,165,169.12,"223,700"
23-Apr-20,172.8,174,168.51,170.5,"149,500"
24-Apr-20,173.9,174,168.16,169.07,"106,700"
27-Apr-20,172,172,165.01,166.58,"62,600"
28-Apr-20,167.8,168,163.06,165.97,"57,500"
29-Apr-20,169,173,163,169.91,"182,700"
30-Apr-20,172.5,174.99,168.77,171.2,"204,600"
4-May-20,168.99,177.9,168,172.78,"298,000"
5-May-20,173.6,176.5,168.8,169.73,"303,800"
6-May-20,170.95,171,166.5,167.52,"69,000"
7-May-20,165.5,169.95,163.37,164.3,"90,600"
8-May-20,166.99,166.99,160.01,161.94,"32,900"
11-May-20,162,163.4,157.02,160.61,"63,700"
12-May-20,160.61,165.5,160.03,163.33,"80,800"
13-May-20,164.7,164.7,159,160.29,"72,000"
14-May-20,161,161.5,159,160.96,"32,200"
15-May-20,161.03,162,158.3,161.04,"66,600"
18-May-20,165.96,170,161.5,166.96,"532,500"
19-May-20,168.75,170.8,165,167.14,"267,200"
20-May-20,167.01,179.67,165.01,179.67,"968,800"
21-May-20,185.1,185.1,177,179.22,"827,100"
28-May-20,180.89,189.49,180,183.23,"572,900"
29-May-20,183.01,185,182,182.2,"162,800"
1-Jun-20,182.1,182.1,178.26,178.89,"70,900"
2-Jun-20,180,189.7,176,186.91,"456,900"
3-Jun-20,190.5,191.8,180,185.94,"229,400"
4-Jun-20,185,194,182,188.81,"426,200"
5-Jun-20,187.25,188.48,185.01,186.44,"126,300"
8-Jun-20,188.74,195,188,193.3,"576,300"
9-Jun-20,196.12,203.9,194.5,198.11,"735,500"
10-Jun-20,197.5,197.5,193,194.09,"170,700"
11-Jun-20,195.25,201,193,199.24,"305,500"
12-Jun-20,200.4,202,196,198.07,"186,200"
15-Jun-20,195,195,183.22,183.53,"291,000"
16-Jun-20,182,187.27,182,186.68,"120,500"
17-Jun-20,186.98,196.9,186.01,189,"254,200"
18-Jun-20,189,192,187,187.78,"64,600"
19-Jun-20,187.8,188.8,186,186.88,"40,900"
22-Jun-20,186.05,191,182,189.46,"72,200"
23-Jun-20,191,198,189.53,197.04,"163,100"
24-Jun-20,196.4,198,193.5,195.87,"84,700"
25-Jun-20,193,195.5,192,193,"76,300"
26-Jun-20,196.9,197.5,191.51,192.46,"89,400"
29-Jun-20,191.5,206.89,191.5,205.32,"585,700"
30-Jun-20,205.99,205.99,192.5,193.68,"452,400"
1-Jul-20,192.99,199.6,192.99,198.06,"214,700"
2-Jul-20,199,200,196.52,197.27,"186,200"
3-Jul-20,196.1,199,195.95,198.59,"32,900"
6-Jul-20,195.51,210.01,195.5,207.34,"773,500"
7-Jul-20,208.99,222.89,208.1,221.87,"1,136,400"
8-Jul-20,225,229,217.12,218.45,"779,400"
9-Jul-20,221,223,217.02,218.72,"268,200"
10-Jul-20,219.99,221.8,217,217.32,"175,200"
13-Jul-20,218.39,233.61,218.39,232.42,"1,017,100"
14-Jul-20,237,237.9,227,228.75,"673,600"
15-Jul-20,228,237.98,227.44,235.04,"421,600"
16-Jul-20,236.5,245.5,236.5,241.07,"816,300"
17-Jul-20,241,243.9,233.05,236.29,"437,400"
20-Jul-20,238.1,243.2,238.1,240.87,"325,200"
21-Jul-20,240.87,241.75,235.1,238.63,"287,300"
22-Jul-20,239.9,256.52,239.9,256.52,"786,100"
23-Jul-20,263.98,263.98,238,240.65,"1,032,700"
24-Jul-20,241,254,236.01,244.19,"1,004,100"
27-Jul-20,244.9,249.99,240.5,245.84,"760,200"
28-Jul-20,250.92,264.27,247.25,264.27,"1,328,000"
3-Aug-20,302.25,322,297.5,317.98,"1,269,300"
4-Aug-20,320,341.82,318,328.32,"1,097,900"
5-Aug-20,329.98,352,311,343.32,"1,151,100"
6-Aug-20,345,364.98,345,361.55,"970,800"
7-Aug-20,366,375,359,367.8,"956,100"
10-Aug-20,368,369,340.22,340.55,"1,101,500"
11-Aug-20,340.5,340.5,316,330.19,"1,749,800"
12-Aug-20,335,342,325.2,328.16,"699,500"
13-Aug-20,326.5,335,326.5,331.91,"678,800"
17-Aug-20,335.99,353.1,334.1,348.43,"814,700"
18-Aug-20,353.5,355,344,346.18,"987,000"
19-Aug-20,346.6,348,335,336.47,"271,300"
20-Aug-20,337.61,344.43,330,333.84,"328,700"
21-Aug-20,334,334,324.08,330.93,"409,000"
24-Aug-20,334,336.6,330.93,333.34,"280,200"
25-Aug-20,335.01,340.2,334,338.24,"329,400"
26-Aug-20,341.99,347,335,336.29,"438,500"
27-Aug-20,338,340.55,332,332.39,"190,600"
28-Aug-20,333,337.89,331.6,332.39,"74,100"
31-Aug-20,334.89,336,323.05,325.46,"299,400"
1-Sep-20,323,327.18,321,325.64,"206,600"
2-Sep-20,330,336,326.51,327.93,"439,800"
3-Sep-20,329.75,333,327,328.3,"304,100"
4-Sep-20,327.5,328.1,323.6,327.07,"314,100"
7-Sep-20,327,332.5,323.25,325.67,"388,900"
8-Sep-20,326.5,328.99,310,317.26,"244,900"
9-Sep-20,316,324.44,311,314.97,"338,700"
10-Sep-20,314.97,326,312,314.44,"487,000"
11-Sep-20,316,338.02,316,323.12,"2,231,400"
14-Sep-20,325,329.34,317.01,319.24,"341,900"
15-Sep-20,320,326.97,311.5,312.66,"400,100"
16-Sep-20,315,316.97,311.1,313.17,"279,300"
17-Sep-20,316,319,307,308.64,"201,500"
18-Sep-20,309.5,309.5,304.11,305.44,"114,800"
21-Sep-20,305.02,328,304,312.85,"740,800"
22-Sep-20,315,319.98,309.5,310.14,"348,100"
23-Sep-20,310,311.5,305.5,306.09,"154,500"
24-Sep-20,305.01,308.7,295,304.89,"252,200"
25-Sep-20,305.05,309.97,298.5,300.84,"234,700"
28-Sep-20,300.5,302,278.28,278.68,"400,000"
29-Sep-20,276,282,266.5,276.86,"413,700"
30-Sep-20,277.49,279.5,256.1,258.94,"463,900"
1-Oct-20,260.19,266,252,255.63,"435,700"
2-Oct-20,254,274.8,251,261.63,"1,432,600"
5-Oct-20,262.9,263.98,245.15,251.36,"321,300"
6-Oct-20,255,263,252,256.85,"279,400"
7-Oct-20,261,273,257,269.74,"630,300"
8-Oct-20,272,275,266,267.1,"461,100"
9-Oct-20,267.18,279.79,267.15,276.52,"680,100"
12-Oct-20,278.51,292,278.51,281.87,"1,100,700"
13-Oct-20,283,287.9,274,278.42,"548,000"
14-Oct-20,281,290.99,280.75,286.55,"769,400"
15-Oct-20,288.28,290,279,280.18,"434,900"
16-Oct-20,279.5,279.5,275,277.2,"124,500"
19-Oct-20,279,283.5,271.11,281.94,"202,500"
20-Oct-20,282,303.08,282,303.08,"1,322,000"
21-Oct-20,308,321.5,304.1,316.05,"1,392,600"
22-Oct-20,314.99,321.97,301,317.13,"695,800"
23-Oct-20,318.4,320.9,312.01,315.38,"674,400"
26-Oct-20,318,326.5,315.38,320.16,"547,700"
27-Oct-20,320.01,320.01,311,315.09,"349,600"
28-Oct-20,316,336,315.09,325.66,"1,523,200"
29-Oct-20,325.5,325.5,305.01,315.93,"755,100"
2-Nov-20,306,312.87,305,310.37,"186,500"
3-Nov-20,319.9,328.8,316.11,325.44,"428,300"
4-Nov-20,328,337,323,326.68,"594,900"
5-Nov-20,331,331,327,327.67,"155,400"
6-Nov-20,327.9,334.85,323,324.07,"527,700"
9-Nov-20,326.49,328,316,318.11,"188,500"
10-Nov-20,324.5,326.5,312,314.53,"240,600"
11-Nov-20,316,317,309.18,310.45,"128,400"
12-Nov-20,310,314.35,301,304.66,"148,100"
13-Nov-20,305.16,305.16,294.99,297.87,"183,700"
16-Nov-20,300.99,302,293.4,299.55,"160,700"
17-Nov-20,301,303.5,300,300.19,"258,500"
18-Nov-20,298.2,302.5,296.05,299.29,"135,800"
19-Nov-20,300.98,303,297,298.03,"133,400"
20-Nov-20,298,301.95,292,293.3,"83,300"
23-Nov-20,289.1,290.01,276,282.54,"151,400"
24-Nov-20,284,290,279,283.39,"172,500"
25-Nov-20,285.98,291,283.07,287.96,"180,900"
26-Nov-20,291.8,297,289,292.72,"408,300"
27-Nov-20,291,294,287.1,287.78,"155,000"
30-Nov-20,287.78,294,285.01,292.9,"290,800"
1-Dec-20,292,301.5,292,296.6,"355,900"
2-Dec-20,297.5,310,297.5,307.29,"480,000"
3-Dec-20,312,321,312,317.68,"817,700"
4-Dec-20,317,324,317,319.72,"697,000"
7-Dec-20,322,325,314.11,316.04,"485,200"
8-Dec-20,320,320,313,314.16,"217,200"
9-Dec-20,314.2,320.88,314.2,316.02,"255,600"
10-Dec-20,316,318,312.81,313.58,"102,000"
11-Dec-20,315,316.8,311.12,312.97,"160,300"
14-Dec-20,316.01,325,315.5,321.79,"501,600"
15-Dec-20,325,345.92,322,330.28,"1,461,100"
16-Dec-20,331,337.5,321.56,323.59,"407,100"
17-Dec-20,325,329.5,320,327.59,"526,100"
18-Dec-20,330.9,335,322.01,326.55,"414,100"
21-Dec-20,327,327.99,318,319.75,"262,300"
22-Dec-20,317.1,318.5,305,308.45,"312,900"
23-Dec-20,308.44,319,304,315.08,"294,600"
24-Dec-20,318.98,322.5,316.6,318.35,"341,000"
28-Dec-20,320,331,318.2,326.62,"743,100"
29-Dec-20,328,328.5,320.8,322.04,"326,800"
30-Dec-20,322.04,346.19,322.04,332.59,"1,892,400"
31-Dec-20,334.5,336.3,327,328.11,"242,400"
1-Jan-21,329.5,333,324.5,325.26,"171,500"
4-Jan-21,323,325.26,315,318.49,"146,900"
5-Jan-21,316.23,324.3,316.22,318.22,"133,400"
6-Jan-21,318.22,323.2,318.22,320.09,"159,100"
7-Jan-21,320,324.9,318,319.32,"133,100"
8-Jan-21,320.01,321.5,317.5,318.46,"110,000"
11-Jan-21,320.11,320.11,313,314.32,"81,400"
12-Jan-21,317.85,321.8,315.02,319.22,"116,600"
13-Jan-21,322,322,317,318.29,"75,200"
14-Jan-21,317.99,320.5,315,315.36,"54,300"
15-Jan-21,313.11,317,310.16,312.93,"67,500"
18-Jan-21,312,314,309.77,310.71,"72,700"
19-Jan-21,310.01,314.5,308.56,310.01,"50,200"
20-Jan-21,308.27,311.9,307,308.6,"41,800"
21-Jan-21,309,309.98,305,305.45,"39,300"
